coord.lon,coord.lat,weather.id,weather.main,weather.description,weather.icon,base,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,visibility,wind.speed,wind.deg,all,dt,sys.country,sys.sunrise,sys.sunset,timezone,id,name,cod
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1015,25,3000,3.09,40,99,1636614091,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.35,300.28,300.28,1014,21,3000,4.63,360,67,1636617705,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.37,300.28,300.28,1013,22,3000,4.63,10,50,1636621477,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04d,stations,300.49,299.45,300.49,300.49,1010,20,1010,4.62,47,58,1636624943,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04d,stations,300.28,299.29,300.28,300.28,1012,19,10000,5.14,10,66,1636628678,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04d,stations,295.54,294.64,295.54,295.54,1011,31,1011,3.11,56,72,1636632224,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,296.28,295.46,296.28,296.28,1013,31,4000,1.54,10,98,1636635820,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,294.33,295.28,295.28,1013,30,4000,2.06,20,98,1636639517,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.18,293.28,293.28,1014,32,4000,1.54,20,96,1636642826,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.14,292.28,292.28,1014,34,3000,2.57,10,97,1636646543,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,291.28,290.09,291.28,291.28,1015,36,3000,2.06,10,97,1636650323,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,291.28,290.25,291.28,291.28,1015,42,3000,2.06,360,97,1636653805,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,290.36,289.21,290.36,290.36,1013,41,1013,2.8,47,100,1636657527,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,289.73,288.57,289.73,289.73,1013,43,1013,2.65,59,98,1636661130,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,289.34,288.16,289.34,289.34,1013,44,1013,2.6,55,97,1636664529,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,289.08,287.9,289.08,289.08,1013,45,1013,2.76,44,93,1636668336,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,289.01,287.85,289.01,289.01,1013,46,1013,2.42,41,94,1636671937,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,288.48,287.3,288.48,288.48,1013,47,1013,2.94,41,93,1636675541,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04d,stations,287.96,286.83,287.96,287.96,1014,51,1014,2.93,40,99,1636679142,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04d,stations,288.87,287.88,288.87,288.87,1015,53,1015,3.1,53,99,1636682743,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,290.28,289.48,290.28,290.28,1016,55,3000,2.06,10,96,1636686344,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,294.28,293.57,294.28,294.28,1016,43,3000,2.06,40,90,1636689945,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,295.28,294.59,295.28,295.28,1017,40,3000,4.12,10,20,1636693546,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,297.66,298.28,298.28,1016,31,3000,5.66,20,20,1636697047,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1015,27,3000,3.09,70,20,1636700751,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.37,300.28,300.28,1014,22,4000,4.12,70,20,1636704219,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,301.28,300.01,301.28,301.28,1013,21,5000,3.6,20,20,1636707905,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.37,300.28,300.28,1012,22,5000,3.6,20,59,1636711509,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.37,300.28,300.28,1013,22,5000,2.57,30,59,1636715104,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,27,5000,3.09,360,54,1636718767,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,296.28,295.51,296.28,296.28,1013,33,5000,1.54,360,76,1636722369,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,294.28,293.36,294.28,294.28,1014,35,5000,2.57,350,82,1636725974,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.39,293.28,293.28,1015,40,5000,2.06,10,98,1636729556,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.42,292.28,292.28,1015,45,4000,2.06,360,99,1636733178,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,291.28,290.32,291.28,291.28,1015,45,4000,2.57,360,90,1636736721,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,289.98,288.92,289.98,289.98,1014,46,1014,3.02,44,67,1636740143,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,289.69,288.63,289.69,289.69,1014,47,1014,3.01,46,94,1636743961,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,289.28,288.2,289.28,289.28,1014,48,1014,2.82,46,78,1636747585,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,288.87,287.78,288.87,288.87,1013,49,1013,2.91,47,64,1636751191,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,288.48,287.37,288.48,288.48,1013,50,1013,2.94,42,60,1636754793,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03n,stations,288.12,287,288.12,288.12,1013,51,1013,3.05,44,49,1636758167,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,286.28,285.79,286.28,286.28,1015,82,3000,1.54,20,42,1636761996,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,801,Clouds,few clouds,02d,stations,287.39,286.25,287.39,287.39,1015,53,1015,2.89,46,20,1636765601,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,286.28,285.4,286.28,286.28,1016,67,3000,2.06,330,57,1636769202,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04d,stations,291.91,291.02,291.91,291.91,1016,45,1016,3.7,51,59,1636772728,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,293.28,292.52,293.28,293.28,1017,45,3000,3.09,10,91,1636776359,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.61,297.28,297.28,1017,33,4000,3.6,30,93,1636779836,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.74,297.28,297.28,1016,38,4000,2.57,30,93,1636783606,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04d,stations,299.29,299.29,299.29,299.29,1013,24,1013,4.08,47,100,1636786944,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.61,300.28,300.28,1014,29,4000,2.57,30,90,1636790544,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04d,stations,300.34,299.41,300.34,300.34,1011,22,1011,3.81,42,80,1636794410,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04d,stations,300.15,299.29,300.15,300.15,1010,22,1010,3.99,41,72,1636797775,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.58,300.28,300.28,1012,28,5000,3.6,360,64,1636801325,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,299.28,299.28,299.28,299.28,1012,29,5000,2.57,360,56,1636805217,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,297.28,296.61,297.28,297.28,1013,33,5000,2.06,340,28,1636808704,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,294.51,295.28,295.28,1013,37,5000,2.06,340,20,1636812298,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.45,293.28,293.28,1014,42,5000,1.54,360,17,1636815791,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.39,293.28,293.28,1014,40,4000,2.06,10,35,1636819533,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.35,292.28,292.28,1015,42,4000,3.09,350,48,1636823167,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,801,Clouds,few clouds,02n,stations,290.23,289.12,290.23,290.23,1013,43,1013,2.83,54,11,1636826645,IN,1636765378,1636805193,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,289.73,288.62,289.73,289.73,1013,45,1013,2.68,51,3,1636830304,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,289.28,288.15,289.28,289.28,1013,46,1013,2.59,52,2,1636833763,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,288.96,287.82,288.96,288.96,1013,47,1013,2.5,48,1,1636837343,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,288.73,287.6,288.73,288.73,1012,48,1012,2.62,48,4,1636841242,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,288.34,287.19,288.34,288.34,1013,49,1013,2.89,43,5,1636844843,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,288.01,286.86,288.01,288.01,1013,50,1013,2.7,51,6,1636848322,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,801,Clouds,few clouds,02d,stations,287.8,286.65,287.8,287.8,1014,51,1014,2.55,52,11,1636852045,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03d,stations,288.98,287.95,288.98,288.98,1015,51,1015,2.76,50,25,1636855649,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03d,stations,291.97,291.03,291.97,291.97,1015,43,1015,3.47,51,32,1636859250,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03d,stations,294.63,293.8,294.63,294.63,1015,37,1015,3.48,58,26,1636862730,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03d,stations,296.77,296.1,296.77,296.77,1015,35,1015,3.35,65,25,1636866454,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,297.79,298.28,298.28,1016,36,3500,3.09,60,32,1636870055,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,297.71,298.28,298.28,1015,33,3500,3.6,100,96,1636873554,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1014,34,3500,2.06,60,97,1636877138,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,301.28,300.34,301.28,301.28,1013,30,3500,3.09,350,96,1636880678,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,301.28,300.34,301.28,301.28,1012,30,3500,1.03,40,95,1636884319,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.82,300.28,300.28,1012,34,3000,2.57,300,85,1636887946,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,300.28,299.82,300.28,300.28,1012,34,2500,1.54,350,71,1636891667,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,297.28,296.82,297.28,297.28,1012,41,2000,1.54,350,0,1636894994,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,294.28,293.81,294.28,294.28,1013,52,2000,1.54,340,0,1636898883,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,293.28,292.71,293.28,293.28,1013,52,2000,0,0,0,1636902254,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,292.28,291.68,292.28,292.28,1014,55,2000,1.03,10,0,1636906091,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,293.28,292.71,293.28,293.28,1014,52,2000,2.57,40,1,1636909693,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,290.45,289.25,290.45,290.45,1012,39,1012,2.49,40,1,1636913135,IN,1636851817,1636891572,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,289.87,288.67,289.87,289.87,1012,41,1012,2.45,48,0,1636916899,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,289.39,288.19,289.39,289.39,1012,43,1012,2.43,44,0,1636920487,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,288.94,287.72,288.94,288.94,1012,44,1012,2.54,38,2,1636924102,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,288.54,287.31,288.54,288.54,1012,45,1012,2.57,48,3,1636927505,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,288.22,286.98,288.22,288.22,1012,46,1012,2.43,59,6,1636931233,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,287.99,286.76,287.99,287.99,1012,47,1012,2.42,63,9,1636934905,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,287.52,286.24,287.52,287.52,1013,47,1013,2.43,51,67,1636938222,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,288.28,287.36,288.28,288.28,1013,58,2000,3.09,70,64,1636942108,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,291.28,290.4,291.28,291.28,1014,48,2500,1.03,50,73,1636945712,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,293.28,292.45,293.28,293.28,1015,42,2500,2.06,10,64,1636949313,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,295.28,294.59,295.28,295.28,1015,40,2500,2.06,60,68,1636952915,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.74,297.28,297.28,1015,38,2500,2.06,50,67,1636956455,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,31,2500,3.09,10,29,1636959930,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.61,300.28,300.28,1012,29,3000,2.06,10,21,1636963617,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1011,31,3000,2.57,330,20,1636967260,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03d,stations,299.91,299.18,299.91,299.91,1008,23,1008,3.07,25,38,1636970924,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1010,29,3000,3.6,360,47,1636974526,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,298.28,297.66,298.28,298.28,1011,31,3000,2.06,10,46,1636978096,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,294.59,295.28,295.28,1011,40,3000,1.54,10,94,1636981504,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.52,293.28,293.28,1012,45,3000,0,0,100,1636985079,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,291.28,290.51,291.28,291.28,1012,52,3000,0,0,100,1636988876,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.35,292.28,292.28,1013,42,3000,1.03,10,92,1636992541,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,290.28,289.38,290.28,290.28,1014,51,3000,3.09,340,79,1636996142,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,290.28,289.48,290.28,290.28,1013,55,3000,2.57,360,69,1636999611,IN,1636938257,1636977953,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03n,stations,289.36,288.19,289.36,289.36,1012,44,1012,2.96,46,29,1637003345,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,288.93,287.74,288.93,288.93,1012,45,1012,2.96,53,55,1637006948,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,288.28,287.36,288.28,288.28,1013,58,3000,3.09,20,42,1637010432,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03n,stations,288.11,286.91,288.11,288.11,1011,48,1011,3.13,45,37,1637013905,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03n,stations,287.73,286.52,287.73,287.73,1012,49,1012,3.17,48,31,1637017751,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03n,stations,287.37,286.15,287.37,287.37,1012,50,1012,3.25,50,26,1637021296,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03d,stations,287.03,285.78,287.03,287.03,1013,50,1013,3.21,56,45,1637024953,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,288.28,287.18,288.28,288.28,1014,51,2500,1.03,30,72,1637028493,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,289.28,288.38,289.28,289.28,1015,55,2500,2.06,350,81,1637032163,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,292.28,291.42,292.28,292.28,1016,45,2500,1.03,60,86,1637035704,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,295.28,294.59,295.28,295.28,1016,40,2500,2.57,50,70,1637039125,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.61,297.28,297.28,1015,33,3000,2.06,70,59,1637042847,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,297.66,298.28,298.28,1014,31,3000,2.57,30,14,1637046304,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,801,Clouds,few clouds,02d,stations,299.39,299.39,299.39,299.39,1010,27,1010,3.18,62,11,1637050170,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1012,29,3000,2.57,10,13,1637053725,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.58,300.28,300.28,1012,28,3000,2.57,20,20,1637057297,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.61,300.28,300.28,1011,29,3000,2.06,360,36,1637060900,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,298.28,297.71,298.28,298.28,1012,33,3000,2.57,340,46,1637064582,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,294.67,295.28,295.28,1012,43,3000,1.54,360,93,1637068184,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.63,293.28,293.28,1013,49,3000,1.54,340,62,1637071698,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.52,293.28,293.28,1014,45,3000,2.06,10,45,1637075387,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.5,292.28,292.28,1015,48,2500,2.06,10,58,1637078989,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,290.52,289.46,290.52,290.52,1014,44,1014,3.46,54,67,1637082369,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,803,Clouds,broken clouds,04n,stations,290.07,289.02,290.07,290.07,1014,46,1014,3.57,54,72,1637086193,IN,1637024697,1637064336,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,289.74,288.68,289.74,289.74,1013,47,1013,3.24,52,100,1637089794,IN,1637111138,1637150719,19800,1275841,Bhopal,200
