coord.lon,coord.lat,weather.id,weather.main,weather.description,weather.icon,base,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,visibility,wind.speed,wind.deg,all,dt,sys.country,sys.sunrise,sys.sunset,timezone,id,name,cod
77.4,23.2667,800,Clear,clear sky,01n,stations,292.88,292.32,292.88,292.88,1012,54,1012,2.52,38,0,1637613904,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,292.26,292.28,292.28,1014,77,3000,1.54,340,0,1637617757,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,292.09,291.21,292.09,292.09,1012,45,1012,2.36,47,0,1637621358,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,291.85,290.98,291.85,291.85,1012,46,1012,2.21,53,0,1637624936,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.79,292.28,292.28,1014,59,3000,1.03,50,0,1637628304,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,289.28,288.96,289.28,289.28,1014,77,2500,1.03,10,0,1637632163,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,293.28,292.92,293.28,293.28,1015,60,2500,1.54,20,0,1637635764,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,294.28,294.02,294.28,294.28,1016,60,2500,1.03,360,0,1637639365,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,298,298.28,298.28,1016,44,2500,1.54,40,0,1637642911,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,301.08,300.89,301.08,301.08,1013,42,1013,0.29,309,0,1637646354,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1012,44,2500,3.09,40,40,1637649397,IN,1637370460,1637409879,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,300.16,300.28,300.28,1012,41,2500,2.57,40,75,1637649399,IN,1637370460,1637409879,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.34,299.41,300.34,300.34,1011,22,1011,3.81,42,80,1637649603,IN,1637111138,1637150719,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.15,299.29,300.15,300.15,1010,22,1010,3.99,41,72,1637649447,IN,1637111138,1637150719,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.58,300.28,300.28,1012,28,5000,3.6,360,64,1637650116,IN,1637111138,1637150719,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1012,29,5000,2.57,360,56,1637650146,IN,1637111138,1637150719,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.61,297.28,297.28,1013,33,5000,2.06,340,28,1637650216,IN,1637111138,1637150719,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,295.28,294.51,295.28,295.28,1013,37,5000,2.06,340,20,1637650416,IN,1637370460,1637409879,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1011,44,2500,3.6,360,75,1637650594,IN,1637370460,1637409879,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,298.08,298.28,298.28,1011,47,2500,5.14,360,75,1637650694,IN,1637370460,1637409879,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,302.28,302.08,302.28,302.28,1013,42,3000,0,0,0,1637650774,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,295.28,294.59,295.28,295.28,1017,40,3000,4.12,10,20,1637650794,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,297.66,298.28,298.28,1016,31,3000,5.66,20,20,1637651345,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1015,27,3000,3.09,70,20,1637651345,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.37,300.28,300.28,1014,22,4000,4.12,70,20,1637651345,IN,1636678938,1636718814,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,301.28,300.67,301.28,301.28,1013,36,3000,3.6,10,100,1637651345,IN,1637543343,1637582658,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,300.06,300.28,300.28,1013,39,3000,2.57,20,100,1637652003,IN,1637543343,1637582658,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,44,3000,2.06,20,95,1637652003,IN,1637543343,1637582658,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,301.28,301.23,301.28,301.28,1013,44,4000,3.09,360,2,1637652003,IN,1637543343,1637582658,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1015,25,3000,3.09,40,99,1637652003,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,300.78,299.35,300.28,300.28,1014,21,3000,4.63,360,67,1637652785,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,300.28,299.37,300.28,300.28,1013,22,3000,4.63,10,50,1637652785,IN,1636592499,1636632437,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50n,stations,298.28,298.08,298.28,298.28,1014,47,2500,2.57,60,40,1637652785,IN,1637370460,1637409879,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,298,298.28,298.28,1013,44,2500,4.63,360,40,1637652785,IN,1637370460,1637409879,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,302.21,296.95,297.28,297.28,1011,46,2500,3.09,10,40,1637653746,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,302.38,296.03,296.28,296.28,1012,53,2500,4.12,10,40,1637653746,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,302.28,296.03,296.28,296.28,1012,53,2500,4.12,10,40,1637653746,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,302.33,294.93,295.28,295.28,1013,53,2500,4.63,360,40,1637653746,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,293.34,294,294,1012,46,1012,3.11,86,95,1637654434,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,44,3000,2.06,20,95,1637654434,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,297.05,297.28,297.28,1013,50,2500,2.06,10,11,1637654434,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,296.03,296.28,296.28,1014,53,2500,2.06,10,9,1637655014,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,50,4000,1.54,340,5,1637655014,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,296.32,296.28,296.28,1014,64,4000,1.03,330,10,1637655014,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,294.28,293.81,294.28,294.28,1015,52,2500,2.57,70,5,1637655014,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,27,5000,3.09,360,54,1637655543,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,295.51,296.28,296.28,1013,33,5000,1.54,360,76,1637655543,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,294.28,293.36,294.28,294.28,1014,35,5000,2.57,350,82,1637655543,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,295.51,296.28,296.28,1013,33,5000,1.54,360,76,1637655543,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.29,299.29,299.29,299.29,1013,24,1013,4.08,47,100,1637656462,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.61,300.28,300.28,1014,29,4000,2.57,30,90,1637656462,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.34,299.41,300.34,300.34,1011,22,1011,3.81,42,80,1637656462,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.15,299.29,300.15,300.15,1010,22,1010,3.99,41,72,1637656462,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,298,298.28,298.28,1016,44,2500,1.54,40,0,1637657189,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,294.28,294.22,294.28,294.28,1017,68,3000,1.03,20,20,1637657189,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,31,2500,3.09,10,29,1637657189,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.61,300.28,300.28,1012,29,3000,2.06,10,21,1637657189,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1011,31,3000,2.57,330,20,1637657915,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.91,299.18,299.91,299.91,1008,23,1008,3.07,25,38,1637657915,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1010,29,3000,3.6,360,47,1637657915,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,295.28,295.22,295.28,295.28,1014,64,3000,1.03,290,3,1637657915,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,289.67,288.6,289.67,289.67,1013,47,1013,3.24,57,100,1637658639,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,289.48,288.4,289.48,289.48,1013,47,1013,3.31,58,100,1637658639,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,289.28,288.2,289.28,289.28,1013,48,1013,3.37,58,100,1637658639,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,289,287.95,289,289,1013,50,1013,3.42,56,100,1637658639,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,288.74,287.69,288.74,288.74,1014,51,1014,3.1,55,100,1637659364,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,288.74,287.69,288.74,288.74,1014,51,1014,3.28,58,100,1637659364,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.61,297.28,297.28,1015,33,3000,2.06,70,59,1637659364,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,297.66,298.28,298.28,1014,31,3000,2.57,30,14,1637659364,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,299.39,299.39,299.39,299.39,1010,27,1010,3.18,62,11,1637660088,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,701,Mist,mist,50d,stations,299.28,299.28,299.28,299.28,1012,29,3000,2.57,10,13,1637660088,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,802,Clouds,scattered clouds,03d,stations,300.28,299.58,300.28,300.28,1012,28,3000,2.57,20,20,1637660088,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,301.28,302.11,301.48,302.48,1023,52,3500,3.049,290,0,1637660088,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,296.03,296.28,296.28,1014,53,2000,4.12,60,75,1637660815,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,298.08,298.28,298.28,1014,47,2500,2.57,60,40,1637660815,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,298.28,298,298.28,298.28,1013,44,2500,4.63,360,40,1637660815,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1012,44,2500,3.09,40,40,1637660815,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,300.16,300.28,300.28,1012,41,2500,2.57,40,75,1637661541,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1011,44,2500,3.6,360,75,1637661541,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,301.28,300.01,301.28,301.28,1013,21,5000,3.6,20,20,1637661541,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.37,300.28,300.28,1012,22,5000,3.6,20,59,1637661541,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,300.28,299.37,300.28,300.28,1013,22,5000,2.57,30,59,1637662095,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,299.28,299.28,299.28,299.28,1013,27,5000,3.09,360,54,1637662095,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,295.51,296.28,296.28,1013,33,5000,1.54,360,76,1637662095,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,302.28,302.08,302.28,302.28,1012,42,4000,5.14,240,20,1637662803,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,294.28,293.81,294.28,294.28,1013,52,2000,1.54,340,0,1637662803,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,293.28,292.71,293.28,293.28,1013,52,2000,0,0,0,1637663236,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,292.28,291.68,292.28,292.28,1014,55,2000,1.03,10,0,1637663236,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,293.28,292.71,293.28,293.28,1014,52,2000,2.57,40,1,1637664003,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,290.45,289.25,290.45,290.45,1012,39,1012,2.49,40,1,1637664003,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.95,297.28,297.28,1011,46,2500,3.09,10,40,1637664685,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,296.03,296.28,296.28,1012,53,2500,4.12,10,40,1637664685,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,296.28,296.03,296.28,296.28,1012,53,2500,4.12,10,40,1637665148,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,288.28,287.18,288.28,288.28,1014,51,2500,1.03,30,77,1637665148,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,289.28,288.38,289.28,289.28,1015,55,2500,2.06,350,84,1637665854,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,292.28,291.42,292.28,292.28,1016,45,2500,1.03,60,87,1637665854,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,295.28,294.59,295.28,295.28,1016,40,2500,2.57,50,69,1637666503,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50d,stations,297.28,296.61,297.28,297.28,1015,33,3000,2.06,70,59,1637666503,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,298.72,298.48,298.72,298.72,1010,44,1010,2.8,345,0,1637667002,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,297.28,296.61,297.28,297.28,1013,33,5000,2.06,340,28,1637667002,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,295.28,294.51,295.28,295.28,1013,37,5000,2.06,340,20,1637667710,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,293.28,292.45,293.28,293.28,1014,42,5000,1.54,360,17,1637667710,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,293.28,292.39,293.28,293.28,1014,40,4000,2.06,10,35,1637668023,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,288.94,287.72,288.94,288.94,1012,44,1012,2.54,38,2,1637668023,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,288.54,287.31,288.54,288.54,1012,45,1012,2.57,48,3,1637668751,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01d,stations,288.22,286.98,288.22,288.22,1012,46,1012,2.43,59,6,1637668751,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,287.99,286.76,287.99,287.99,1012,47,1012,2.42,63,9,1637669519,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,800,Clear,clear sky,01n,stations,287.52,286.24,287.52,287.52,1013,47,1013,2.43,51,67,1637669519,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,288.28,287.36,288.28,288.28,1013,58,2000,3.09,70,64,1637670121,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,290.28,289.48,290.28,290.28,1016,55,3000,2.06,10,96,1637670121,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,294.28,293.57,294.28,294.28,1016,43,3000,2.06,40,90,1637670637,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,294.59,295.28,295.28,1017,40,3000,4.12,10,20,1637670637,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,298.28,297.66,298.28,298.28,1016,31,3000,5.66,20,20,1637671203,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,299.28,299.28,299.28,299.28,1015,27,3000,3.09,70,20,1637671203,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,300.28,299.37,300.28,300.28,1014,22,4000,4.12,70,20,1637671667,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,301.28,300.01,301.28,301.28,1013,21,5000,3.6,20,20,1637671667,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,297.28,296.61,297.28,297.28,1013,33,5000,2.06,340,28,1637672405,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,294.51,295.28,295.28,1013,37,5000,2.06,340,20,1637672405,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.45,293.28,293.28,1014,42,5000,1.54,360,17,1637673134,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.39,293.28,293.28,1014,40,4000,2.06,10,35,1637673134,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,298.28,298.23,298.28,298.28,1014,53,4000,1.54,350,0,1637673537,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,296.28,295.51,296.28,296.28,1013,33,5000,1.54,360,76,1637673537,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,294.28,293.36,294.28,294.28,1014,35,5000,2.57,350,82,1637674338,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.39,293.28,293.28,1015,40,5000,2.06,10,98,1637674338,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.42,292.28,292.28,1015,45,4000,2.06,360,99,1637674942,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,291.28,290.32,291.28,291.28,1015,45,4000,2.57,360,90,1637674942,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,298.28,297.92,298.28,298.28,1010,41,2000,2.06,360,40,1637675464,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,297.28,296.95,297.28,297.28,1010,46,2000,3.6,360,40,1637675464,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,294.93,295.28,295.28,1011,53,2000,4.63,350,40,1637676054,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,295.01,295.28,295.28,1011,56,2000,3.6,10,75,1637676054,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,294.28,294.02,294.28,294.28,1011,60,2000,3.6,360,75,1637676577,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,293.02,293.28,293.28,1011,64,2500,3.09,360,40,1637676577,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,295.28,295.22,295.28,295.28,1014,64,4000,0,0,0,1637677349,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,300.28,299.61,300.28,300.28,1011,29,3000,2.06,360,36,1637677349,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,298.28,297.71,298.28,298.28,1012,33,3000,2.57,340,46,1637677879,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,804,Clouds,overcast clouds,04n,stations,295.28,294.67,295.28,295.28,1012,43,3000,1.54,360,93,1637677879,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.63,293.28,293.28,1013,49,3000,1.54,340,62,1637678554,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,293.28,292.52,293.28,293.28,1014,45,3000,2.06,10,45,1637678554,IN,1637629784,1637669050,19800,1275841,Bhopal,200
77.4,23.2667,721,Haze,haze,50n,stations,292.28,291.5,292.28,292.28,1015,48,2500,2.06,10,58,1637679003,IN,1637629784,1637669050,19800,1275841,Bhopal,200
